file,prediction,0,1,2
10000823.jpg,2,0.0010384643683210015,7.451249257428572e-05,0.9988870620727539
10000924.jpg,2,0.43786871433258057,0.02789398655295372,0.534237265586853
10026653.jpg,1,5.260242801341519e-07,0.9997917413711548,0.00020774194854311645
10032027.jpg,0,0.7504523396492004,7.081955118337646e-06,0.24954061210155487
10039998.jpg,1,2.398020569671644e-06,0.9993577003479004,0.0006399152334779501
10048433.jpg,2,0.32198089361190796,0.057091984897851944,0.6209271550178528
10049861.jpg,1,9.719921081341454e-07,0.9995838403701782,0.00041518622310832143
10051297.jpg,2,7.19567178748548e-05,0.07294632494449615,0.9269818067550659
10062355.jpg,2,0.0005842834361828864,0.2317804992198944,0.7676352262496948
10066403.jpg,1,0.00020027589926030487,0.9981911182403564,0.0016085782554000616
10074938.jpg,1,1.830969085858669e-05,0.9795421957969666,0.020439481362700462
10075110.jpg,1,7.732701487839222e-05,0.9929724335670471,0.006950186099857092
100879615.jpg,1,0.0004598131054081023,0.9961322546005249,0.0034079330507665873
10095828.jpg,2,0.0029720908496528864,0.22188182175159454,0.7751461267471313
10096001.jpg,1,1.9965276010225352e-07,0.9999914169311523,8.407670065935235e-06
10100728.jpg,2,3.822424787358614e-06,1.1313444474581047e-06,0.9999950528144836
10101274.jpg,1,0.0011652951361611485,0.9732535481452942,0.025581136345863342
10101677.jpg,1,0.00032489700242877007,0.9859758615493774,0.013699295930564404
101063144.jpg,2,3.146615927107632e-05,0.0017564427107572556,0.9982120990753174
101063704.jpg,2,5.873755435459316e-05,0.001808903063647449,0.9981323480606079
101120172.jpg,2,0.00017147971084341407,0.002433953108265996,0.9973945617675781
10117075.jpg,2,0.08961314707994461,0.0044371639378368855,0.9059497117996216
10118009.jpg,1,0.08313867449760437,0.5032076239585876,0.41365373134613037
10132108.jpg,2,0.002958959434181452,2.2795761651650537e-06,0.997038722038269
101358460.jpg,2,0.0020146621391177177,0.00333075737580657,0.9946545958518982
101592895.jpg,2,0.2414742410182953,0.008359504863619804,0.7501662373542786
101599335.jpg,1,8.864294068189338e-05,0.9987329244613647,0.001178415259346366
10169433.jpg,2,0.0791427418589592,9.57548400037922e-05,0.9207614660263062
10169434.jpg,2,0.022276753559708595,0.125701442360878,0.8520217537879944
10169435.jpg,2,0.00675364350900054,2.0607061742339283e-05,0.9932257533073425
10178852.jpg,2,0.29138877987861633,6.333833368898922e-08,0.7086111307144165
10194846.jpg,2,0.23094092309474945,0.046492550522089005,0.722566545009613
101963702.jpg,2,0.07904166728258133,0.0004899066989310086,0.9204683899879456
102014278.jpg,2,0.4721391499042511,1.3143883734301198e-05,0.5278477072715759
10223420.jpg,2,0.05222807824611664,0.20622076094150543,0.7415511608123779
10225618.jpg,2,0.00024909951025620103,0.0003089088131673634,0.9994419813156128
10225620.jpg,2,0.01410960964858532,3.135584120173007e-05,0.9858590364456177
10226938.jpg,2,0.17058488726615906,0.0003428392519708723,0.8290722370147705
10228369.jpg,1,6.050419054659528e-10,0.999991774559021,8.233698281401303e-06
102301676.jpg,2,0.0038195194210857153,0.000220221234485507,0.9959602355957031
102386306.jpg,1,0.00013231874618213624,0.9988970756530762,0.0009706099517643452
10250324.jpg,2,0.002828670898452401,6.876388215459883e-05,0.9971025586128235
102508595.jpg,2,0.0734640583395958,0.11305790394544601,0.8134779930114746
102508601.jpg,2,0.006975873373448849,0.20179322361946106,0.7912308573722839
102509220.jpg,2,0.24478088319301605,0.1152346134185791,0.6399845480918884
10253190.jpg,2,0.20053380727767944,0.01729702763259411,0.7821692228317261
10253191.jpg,2,0.009107690304517746,0.002322455868124962,0.9885698556900024
102537856.jpg,2,0.02893296256661415,2.86772774416022e-05,0.9710383415222168
102540442.jpg,2,0.0005905619473196566,0.006121475715190172,0.993287980556488
10260625.jpg,2,0.08765968680381775,9.93987632682547e-05,0.9122409820556641
10262331.jpg,2,0.0008084102883003652,5.50304539501667e-05,0.9991365075111389
102784937.jpg,2,0.1477445513010025,0.08117494732141495,0.771080493927002
10280934.jpg,2,0.0699836015701294,8.165989856934175e-05,0.9299346804618835
10280935.jpg,2,0.0006520552560687065,2.291228338435758e-05,0.9993250370025635
103066688.jpg,2,3.713952025918843e-07,0.01604161597788334,0.9839580059051514
103067759.jpg,2,2.6501099910092307e-06,0.32895371317863464,0.6710436344146729
103069106.jpg,1,0.0026528502348810434,0.8340827226638794,0.1632644385099411
103069778.jpg,1,4.821690069434226e-08,0.9981916546821594,0.0018082753522321582
103069783.jpg,2,0.045919518917798996,0.28583505749702454,0.6682454347610474
103069846.jpg,2,5.4008251026971266e-05,0.26176175475120544,0.7381842732429504
103070566.jpg,2,0.0002966296160593629,3.4201813832623884e-05,0.9996691942214966
103070665.jpg,2,0.001964739290997386,0.2912697196006775,0.7067655324935913
103070668.jpg,2,0.0006239821668714285,0.030941573902964592,0.9684343934059143
103120288.jpg,1,5.3737843700218946e-05,0.9578644037246704,0.04208182170987129
103121084.jpg,2,0.0030058242846280336,0.005420519504696131,0.9915736317634583
10316029.jpg,2,0.0125725157558918,0.003567039268091321,0.9838603734970093
10320347.jpg,2,0.001301651238463819,0.003480553161352873,0.9952178597450256
103481859.jpg,2,0.005052352324128151,0.0005449659656733274,0.9944026470184326
103544560.jpg,1,0.000251758930971846,0.9987539052963257,0.0009943724144250154
103545465.jpg,2,0.0010744318133220077,6.108691013650969e-05,0.9988645315170288
10361880.jpg,2,0.00704415375366807,1.0242334610666148e-05,0.992945671081543
103619884.jpg,0,0.42517247796058655,0.3387387990951538,0.23608873784542084
103646010.jpg,2,0.0001996224164031446,0.0014486709842458367,0.9983516931533813
103698699.jpg,2,0.32484835386276245,0.27716684341430664,0.3979848623275757
103723194.jpg,2,0.19441956281661987,0.1542784571647644,0.6513019800186157
103727506.jpg,2,0.002341686515137553,2.6107049961865414e-06,0.9976557493209839
103730388.jpg,0,0.9567548036575317,0.00042962809675373137,0.04281558468937874
10374211.jpg,2,0.00042115524411201477,0.008154190145432949,0.991424560546875
10374387.jpg,2,0.08513053506612778,0.07704557478427887,0.8378238677978516
103759429.jpg,2,0.0009882686426863074,0.002724407007917762,0.9962872862815857
103796901.jpg,0,0.9489352703094482,9.427844105402983e-08,0.051064614206552505
103839035.jpg,2,0.002101513324305415,2.8304966690484434e-05,0.9978702068328857
10387030.jpg,2,0.0069638933055102825,0.011005403473973274,0.9820307493209839
103914717.jpg,2,0.00026731673278845847,0.25136932730674744,0.7483633756637573
103920690.jpg,2,0.04933210834860802,4.973756949766539e-05,0.9506182074546814
10399064.jpg,1,0.11696754395961761,0.5743641257286072,0.3086683750152588
103993578.jpg,2,2.1074354208394652e-06,2.2954111500439467e-06,0.9999956488609314
10401122.jpg,2,4.5111442886991426e-05,0.001094586099497974,0.9988602995872498
10416052.jpg,2,0.023585937917232513,0.00019867000810336322,0.9762153625488281
104173637.jpg,0,0.9849025011062622,1.6650117686367594e-05,0.015080844983458519
104175829.jpg,2,0.001577282790094614,0.0003711342578753829,0.9980515837669373
104417861.jpg,2,0.004962895531207323,0.0051473346538841724,0.9898897409439087
104489010.jpg,2,0.022754287347197533,0.0018862661672756076,0.9753594398498535
104498648.jpg,2,0.00023748895910102874,0.0007191582699306309,0.999043345451355
104622610.jpg,1,0.29791903495788574,0.411741703748703,0.29033923149108887
10464169.jpg,2,5.99500272073783e-05,0.0008093045908026397,0.9991307258605957
